WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028
163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932
163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932,163.932
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023,156.023
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775,161.775
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403,170.403
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155,176.155
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906,268.906
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122,171.122
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841,171.841
